"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 01 01:13:20 IST 2023","Wed Nov 01 01:13:23 IST 2023","3100","Default Suite","APIAutomation","TheTestingAcademy.Oct15.RAPOSTreq","TheTestingAcademy.Oct15.RAPOSTreq","PostRequest","PostRequest",""
